submitted_on  ,latitude  ,longitude  ,gps_method  ,district  ,traditional_authority  ,group_village_headman  ,village  ,well_being_analysis  ,household_id  ,respondent_gender  ,attended_school  ,highest_education_qualification  ,marital_status  ,religion  ,main_income_source  ,monthly_family_income  ,household_size  ,main_water_source  ,waterpoint_functional_status  ,nonfunctional_reason  ,waterpoint_current_issues  ,waterpoint_current_problem  ,waterpoint_current_problem_other  ,water_collection_time_minutes  ,seasonal_water_shortage  ,shortage_months  ,daily_water_use_buckets  ,has_water_tariff  ,no_tariff_reason  ,no_tariff_reason_other  ,waterpoint_breakdown_response  ,willing_to_pay_for_improvement  ,current_tariff_kwacha  ,current_tariff_unknown  ,max_tariff_willing_to_pay  ,satisfaction_service_level  ,satisfaction_maintenance_fund  ,satisfaction_sanitation_hygiene  ,satisfaction_theft_protection  ,satisfaction_water_quality  
9/22/2021,-15.4812288,35.5165596,GPS,Zomba,Mwambo,Chauya,Chauya 1,Hanging-in,15,Male ,No,NA,Married ,Christian, Income from piecework or ganyu,"Below K100,000",7,Borehole or tubewell,Functional,NA,No,NA,NA,30,Yes,"October, November",4,No,Other,Only when broken , Contribute to maintain,Yes ,NA,NA,NA, Very satisfied, Somewhat satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4790603,35.5164228,GPS,Zomba,Mwambo,Chauya,Chauya 1,Hanging-in,4,Female,Yes,Primary,Divorced,Christian, Income from piecework or ganyu, Don’t know/Don't remember,4,Borehole or tubewell,Functional,NA,No,NA,NA,8,No,NA,8,Yes ,NA,NA,NA,NA,500,NA,200, Very satisfied, Very satisfied,Very Dissatisfied, Dissatisfied, Very satisfied
9/22/2021,-15.4796056,35.517062,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,19,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,10,No,NA,4,Yes ,NA,NA,NA,NA,300,NA,500, Very satisfied, Dissatisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4809338,35.5167948,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,16,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,15,No,NA,8,Yes ,NA,NA,NA,NA,200,NA,2000, Satisfied, Satisfied, Satisfied, Somewhat satisfied, Satisfied
9/22/2021,-15.4788721,35.5136436,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,31,Female,Yes,Primary,Divorced,Christian,Farming,"Below K100,000",3,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,3,Yes ,NA,NA,NA,NA,300,NA,50000, Very satisfied, Very satisfied, Satisfied, Satisfied, Very satisfied
9/22/2021,-15.4794116,35.5169753,GPS,Zomba,Mwambo,Chauya,Chauya 1,Hanging-in,17,Male ,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",3,Borehole or tubewell,Functional,NA,No,NA,NA,40,No,NA,3,Yes ,NA,NA,NA,NA,500,NA,500, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4791776,35.5164454,GPS,Zomba,Mwambo,Chauya,Chauya 2,Stepping-out,16,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,10,No,NA,8,Yes ,NA,NA,NA,NA,500,NA,300, Very satisfied, Very satisfied, Dissatisfied, Dissatisfied, Somewhat dissatisfied
9/22/2021,-15.4806342,35.5173487,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,25,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,3,Yes ,NA,NA,NA,NA,300,NA,500, Satisfied, Satisfied, Satisfied, Satisfied, Very satisfied
9/22/2021,-15.4811554,35.5164208,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,24,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",3,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,2,Yes ,NA,NA,NA,NA,300,NA,200, Very satisfied, Satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4797791,35.5171734,GPS,Zomba,Mwambo,Chauya,Chauya 1,Hanging-in,6,Female,Yes,Primary,Divorced,Christian, Income from piecework or ganyu,"Below K100,000",3,Borehole or tubewell,Functional,NA,No,NA,NA,40,No,NA,1,Yes ,NA,NA,NA,NA,500,NA,300, Very satisfied, Neither satisfied nor dissatisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4788643,35.5136215,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,32,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",3,Borehole or tubewell,Functional,NA,No,NA,NA,15,No,NA,4,Yes ,NA,NA,NA,NA,300,NA,5000, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4885998,35.2913806,GPS,Zomba,Chikowi,Matache,Kukanga,Well-off,84,Female,Yes,Primary,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",8,Borehole or tubewell,Functional,NA,No,NA,NA,5,Yes,October,5,Yes ,NA,NA,NA,NA,200,NA,NA, Very satisfied, Satisfied, Satisfied, Somewhat satisfied, Somewhat satisfied
9/22/2021,-14.19834,35.2275607,GPS,Mangochi,Namabvi,Fowo,Fowo,Hanging-in,170,Female,Yes,Primary,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",11,Borehole or tubewell,Functional,NA,No,NA,NA,15,No,NA,10,Yes ,NA,NA,NA,NA,100,NA,200, Satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-14.1978576,35.2274112,GPS,Mangochi,Namabvi,Fowo,Fowo,Hanging-in,88,Female,No,NA,Divorced,Muslim,Farming,"Below K100,000",2,Borehole or tubewell,Functional,NA,No,NA,NA,10,No,NA,3,Yes ,NA,NA,NA,NA,200,NA,250, Satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-14.2013832,35.2246562,GPS,Mangochi,Namabvi,Fowo,Fowo,Hanging-in,244,Female,No,NA,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",6, Surface water,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,It has no committee, Never experience breakdown,No,NA,NA,NA, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied
9/22/2021,-14.1975285,35.2319225,GPS,Mangochi,Namabvi,Fowo,Fowo,Hanging-in,80,Female,Yes,Primary,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",7,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,5,Yes ,NA,NA,NA,NA,200,NA,300, Satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-14.1973618,35.2317879,GPS,Mangochi,Namabvi,Fowo,Fowo,Hanging-in,22,Male ,No,NA,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,10,No,NA,7,Yes ,NA,NA,NA,NA,100,NA,200, Satisfied, Satisfied, Satisfied, Satisfied, Somewhat satisfied
9/22/2021,-15.4806718,35.5176125,GPS,Zomba,Mwambo,Chauya,Chauya 2,Stepping-out,22,Female,Yes,Primary,Single,Christian, Income from piecework or ganyu,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,5,Yes ,NA,NA,NA,NA,300,NA,500, Satisfied, Satisfied, Satisfied, Dissatisfied, Satisfied
9/22/2021,-14.1956077,35.230785,GPS,Mangochi,Namabvi,Fowo,Fowo,Hanging-in,60,Male ,Yes,Primary,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,60,No,NA,6,Yes ,NA,NA,NA,NA,100,NA,200, Somewhat satisfied, Somewhat satisfied, Somewhat satisfied, Somewhat satisfied, Somewhat satisfied
9/22/2021,-14.1889171,35.2265894,GPS,Mangochi,Namabvi,Fowo,Fowo,Hanging-in,25,Female,No,NA,Widowed,Muslim,Farming,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,5,No,NA,9,Yes ,NA,NA,NA,NA,200,NA,250, Satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-14.2010079,35.2310266,GPS,Mangochi,Namabvi,Fowo,Fowo,Stepping-up,129,Female,Yes,Primary,Widowed,Christian,Farming,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,180,No,NA,8,Yes ,NA,NA,NA,NA,200,NA,300, Satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-14.1977395,35.2324416,GPS,Mangochi,Namabvi,Fowo,Fowo,Hanging-in,52,Female,Yes,Primary,Married ,Muslim,Farming,"Below K100,000",7,Borehole or tubewell,Functional,NA,No,NA,NA,15,No,NA,8,Yes ,NA,NA,NA,NA,200,NA,250, Satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-14.1950929,35.2324135,GPS,Mangochi,Namabvi,Fowo,Fowo,Stepping-out,83,Male ,Yes,Secondary,Married ,Christian, Wages or salary from formal employment," K100,001 – 250,000",7,Borehole or tubewell,Functional,NA,No,NA,NA,60,No,NA,15,Yes ,NA,NA,NA,NA,200,NA,250, Satisfied, Satisfied, Satisfied, Satisfied, Somewhat satisfied
9/22/2021,-14.193025,35.2309009,GPS,Mangochi,Namabvi,Fowo,Fowo,Hanging-in,261,Female,No,NA,Divorced,Muslim,Farming,"Below K100,000",7,Borehole or tubewell,Functional,NA,No,NA,NA,60,No,NA,10,Yes ,NA,NA,NA,NA,200,NA,200, Satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-15.4796406,35.5166735,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,12,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,2,Yes ,NA,NA,NA,NA,300,NA,500, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4782616,35.5169811,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,5,Male ,Yes,Primary,Married ,Christian,Farming, Don’t know/Don't remember,6,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,6,Yes ,NA,NA,NA,NA,300,NA,500, Very satisfied, Very satisfied, Dissatisfied, Dissatisfied, Very satisfied
9/22/2021,-15.4798601,35.5153755,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,27,Male ,Yes,Secondary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",3,Borehole or tubewell,Functional,NA,No,NA,NA,5,No,NA,3,Yes ,NA,NA,NA,NA,300,NA,300, Very satisfied, Satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4804268,35.5182797,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,22,Male ,Yes,Secondary,Married ,Christian, Business or trading activities,"Below K100,000",5,Borehole or tubewell, Partially functional but in need of repair,NA,Yes, Worn out parts,NA,45,No,NA,5,Yes ,NA,NA,NA,NA,300,NA,1000, Somewhat satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-15.4798559,35.5150436,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,38,Male ,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,4,Yes ,NA,NA,NA,NA,500,NA,1000, Very satisfied, Very satisfied, Somewhat satisfied, Neither satisfied nor dissatisfied, Very satisfied
9/22/2021,-15.4789072,35.517184,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,9,Female,Yes,Primary,Single,Christian, Business or trading activities,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,15,No,NA,2,Yes ,NA,NA,NA,NA,300,NA,500, Very satisfied, Satisfied, Somewhat satisfied, Very satisfied, Satisfied
9/22/2021,-15.4796511,35.5144785,GPS,Zomba,Mwambo,Chauya,Chauya 1,Hanging-in,29,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,10,No,NA,4,Yes ,NA,NA,NA,NA,300,NA,500, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4798582,35.5173722,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,26,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",3,Borehole or tubewell,Functional,NA,No,NA,NA,10,No,NA,3,No, Service provider has more than enough money saved for maintenance,NA, Contribute to maintain,Yes ,NA,NA,NA, Satisfied, Very satisfied, Satisfied, Satisfied, Very satisfied
9/22/2021,-15.4864613,35.2870197,GPS,Zomba,Chikowi,Matache,Kukanga,Stepping-up,114,Female,Yes,Primary,Married ,Muslim,Farming,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,5,Yes,October,6,Yes ,NA,NA,NA,NA,1000,NA,2000, Very satisfied, Very satisfied, Very satisfied, Satisfied, Satisfied
9/22/2021,-15.4798044,35.5146681,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,21,Female,Yes,Primary,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,5,No,NA,3,Yes ,NA,NA,NA,NA,300,NA,500, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4794433,35.5175836,GPS,Zomba,Mwambo,Chauya,Chauya 2,Stepping-out,18,Female,Yes,Secondary,Married ,Christian, Business or trading activities,"Below K100,000",3,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,5,Yes ,NA,NA,NA,NA,300,NA,500, Very satisfied, Satisfied, Dissatisfied, Dissatisfied, Very satisfied
9/22/2021,-15.4808001,35.5179675,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,11,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,40,No,NA,4,Yes ,NA,NA,NA,NA,200,NA,NA, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4791589,35.5178744,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,37,Female,Yes,Secondary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",4,Borehole or tubewell,Functional,NA,Yes, Other contamination,NA,20,No,NA,2,Yes ,NA,NA,NA,NA,300,NA,2000, Satisfied,Very Dissatisfied, Very satisfied, Somewhat satisfied, Dissatisfied
9/22/2021,-15.4793369,35.5177611,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,28,Female,Yes,Secondary,Married ,Christian, Business or trading activities,"Below K100,000",7,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,5,No,Other,Does not know why they use this arrangement, Contribute to maintain,Yes ,NA,NA,NA, Satisfied, Satisfied, Satisfied, Dissatisfied, Very satisfied
9/22/2021,-15.4794559,35.5146112,GPS,Zomba,Mwambo,Chauya,Chauya 1,Hanging-in,33,Female,No,NA,Single,Christian, Income from piecework or ganyu,"Below K100,000",1,Borehole or tubewell,Functional,NA,No,NA,NA,10,No,NA,3,Yes ,NA,NA,NA,NA,300,NA,0, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4854256,35.2870258,GPS,Zomba,Chikowi,Matache,Kukanga,Stepping-up,113,Male ,Yes,Primary,Widowed,Christian,Farming,"Below K100,000",8,Borehole or tubewell,Functional,NA,Yes, Low water flow - Low water pressure,NA,10,No,NA,6,Yes ,NA,NA,NA,NA,200,NA,NA, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4802699,35.5168663,GPS,Zomba,Mwambo,Chauya,Chauya 2,Stepping-out,20,Female,Yes,Primary,Married ,Christian, Business or trading activities,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,1,No,Other,Only when broken , Contribute to maintain,Yes ,NA,NA,NA, Very satisfied, Somewhat dissatisfied,Very Dissatisfied, Very satisfied, Very satisfied
9/22/2021,-15.4788873,35.5136391,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,30,Female,Yes,Primary,Divorced,Christian,Farming,"Below K100,000",1,Borehole or tubewell,Functional,NA,No,NA,NA,10,No,NA,3,Yes ,NA,NA,NA,NA,300,NA,5000, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/15/2021,-15.4800016,35.5176361,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,2,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,60,No,NA,6,Yes ,NA,NA,NA,NA,500,NA,250, Very satisfied, Very satisfied, Satisfied, Somewhat satisfied, Very satisfied
9/22/2021,-15.4792656,35.5177295,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,36,Female,No,NA,Widowed,Christian,Farming,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,25,No,NA,4,Yes ,NA,NA,NA,NA,300,NA,300, Neither satisfied nor dissatisfied, Satisfied, Satisfied, Somewhat satisfied, Very satisfied
9/29/2021,-15.4803086,35.5187479,GPS,Zomba,Mwambo,Chauya,Chauya 2,Stepping-out,6,Female,Yes,Primary,Widowed,Christian, Income from piecework or ganyu,"Below K100,000",4,Borehole or tubewell,Functional,NA,Yes,Other,Has no chlorine at the water point.,10,No,NA,6,Yes ,NA,NA,NA,NA,300,NA,3000, Very satisfied, Somewhat dissatisfied, Very satisfied, Satisfied, Very satisfied
9/22/2021,-15.4868812,35.2872972,GPS,Zomba,Chikowi,Matache,Kukanga,Well-off,119,Male ,No,NA,Married ,Muslim,Farming,"Below K100,000",9,Borehole or tubewell,Functional,NA,No,NA,NA,7,No,NA,6,Yes ,NA,NA,NA,NA,200,NA,NA, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4871284,35.2867953,GPS,Zomba,Chikowi,Matache,Kukanga,Well-off,145,Female,Yes,Secondary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",7,Borehole or tubewell,Functional,NA,No,NA,NA,5,No,NA,5,Yes ,NA,NA,NA,NA,200,NA,NA, Very satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-15.4905295,35.502037,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-out,33,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",8,Borehole or tubewell,Functional,NA,Yes, Worn out parts,NA,120,Yes,October,4,Yes ,NA,NA,NA,NA,500,NA,2000, Somewhat satisfied, Very satisfied, Very satisfied, Very satisfied, Somewhat dissatisfied
9/22/2021,-15.4910211,35.5020066,GPS,Zomba,Mwambo,Chauya,Chikuni,Well-off,34,Female,Yes,Primary,Married ,Christian, Business or trading activities,"Below K100,000",5,Borehole or tubewell, Partially functional but in need of repair,NA,Yes,Other,"When you pump water for a long time, dirt comes  out together with the water",15,No,NA,5,Yes ,NA,NA,NA,NA,500,NA,300, Very satisfied, Dissatisfied, Satisfied, Dissatisfied, Dissatisfied
9/22/2021,-15.4906127,35.5048393,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-up,13,Female,Yes,Primary,Married ,Christian, Business or trading activities,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,5,No,NA,3,Yes ,NA,NA,NA,NA,500,NA,2000, Satisfied, Satisfied, Satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4892116,35.504077,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-up,26,Female,No,NA,Married ,Christian, Business or trading activities,"Below K100,000",7,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,2,Yes ,NA,NA,NA,NA,500,NA,2000, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4920422,35.5035007,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-out,55,Female,No,NA,Married ,Christian, Business or trading activities,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,4,Yes ,NA,NA,NA,NA,500,NA,300, Dissatisfied, Dissatisfied, Very satisfied, Very satisfied, Satisfied
9/22/2021,-15.488243,35.286464,GPS,Zomba,Chikowi,Matache,Kukanga,Well-off,154,Female,Yes,Primary,Widowed,Muslim, Business or trading activities,"Below K100,000",8,Borehole or tubewell,Functional,NA,No,NA,NA,17,No,NA,6,Yes ,NA,NA,NA,NA,200,NA,NA, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Satisfied
9/22/2021,-15.4918914,35.5039867,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-out,56,Female,Yes,Primary,Married ,Christian, Business or trading activities,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,5,Yes ,NA,NA,NA,NA,200,NA,200, Very satisfied, Satisfied, Very satisfied, Dissatisfied, Very satisfied
9/29/2021,-15.4904413,35.5018611,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-out,43,Female,Yes,Primary,Divorced,Christian, Business or trading activities,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,4,Yes ,NA,NA,NA,NA,500,NA,15000, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Very satisfied, Somewhat satisfied, Somewhat dissatisfied
9/22/2021,-15.4886687,35.5047353,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-up,27,Female,No,NA,Divorced,Christian,Farming,"Below K100,000",8,Borehole or tubewell,Functional,NA,No,NA,NA,40,No,NA,2,No,Other,"New borehole, they haven't started collectin tarif ", Never experience breakdown,Yes ,NA,NA,NA, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4938542,35.5026652,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-up,67,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,2,Yes ,NA,NA,NA,NA,500,NA,200, Very satisfied, Dissatisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4874139,35.5027607,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-up,37,Female,Yes,Primary,Divorced,Christian, Income from piecework or ganyu,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,9,No,NA,7,Yes ,NA,NA,NA,NA,500,NA,200, Dissatisfied, Neither satisfied nor dissatisfied, Satisfied, Satisfied, Very satisfied
9/22/2021,-15.4884931,35.5021826,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-up,60,Female,Yes,Primary,Divorced,Christian,Farming,"Below K100,000",7, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,"Not applicable, it's a surface source", Don't know,Yes ,NA,NA,NA, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied
9/22/2021,-15.4883584,35.5052334,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-out,19,Male ,Yes,Primary,Married ,Christian,Farming,"Below K100,000",8,Borehole or tubewell,Functional,NA,No,NA,NA,40,No,NA,3,Yes ,NA,NA,NA,NA,500,NA,2000, Very satisfied, Neither satisfied nor dissatisfied, Satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4940443,35.5028737,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-up,49,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",7,Borehole or tubewell,Functional,NA,No,NA,NA,60,Yes,October,5,Yes ,NA,NA,NA,NA,500,NA,500, Dissatisfied,Very Dissatisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4910987,35.5023283,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-out,45,Female,Yes,Primary,Divorced,Christian, Business or trading activities,"Below K100,000",7,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,5,Yes ,NA,NA,NA,NA,500,NA,10000, Very satisfied, Neither satisfied nor dissatisfied, Very satisfied, Very satisfied, Somewhat satisfied
9/22/2021,-15.4941811,35.5034877,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-up,68,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",8,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,4,Yes ,NA,NA,NA,NA,300,NA,500, Very satisfied, Very satisfied, Very satisfied, Satisfied, Very satisfied
9/22/2021,-15.4882469,35.5017186,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-up,23,Female,Yes,Primary,Widowed,Christian, Money transfer or cash remittance,"Below K100,000",7,Borehole or tubewell,Functional,NA,No,NA,NA,7,Yes,October,5,Yes ,NA,NA,NA,NA,500,NA,100, Somewhat satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/23/2021,-15.4913328,35.5023595,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-up,40,Female,Yes,Primary,Divorced,Christian, Income from piecework or ganyu,"Below K100,000",8,Borehole or tubewell,Functional,NA,No,NA,NA,60,No,NA,7,Yes ,NA,NA,NA,NA,500,NA,350, Very satisfied, Neither satisfied nor dissatisfied, Very satisfied, Satisfied, Satisfied
9/22/2021,-15.4889458,35.5032436,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-up,71,Female,Yes,Primary,Single,Christian, Income from piecework or ganyu,"Below K100,000",9,Borehole or tubewell,Functional,NA,No,NA,NA,30,Yes,"October, November",1,Yes ,NA,NA,NA,NA,500,NA,3000, Satisfied, Very satisfied, Very satisfied, Very satisfied, Somewhat dissatisfied
9/22/2021,-15.4939696,35.503924,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-up,57,Female,Yes,Primary,Divorced,Christian, Income from piecework or ganyu,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,60,No,NA,10,Yes ,NA,NA,NA,NA,600,NA,500,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied, Very satisfied, Very satisfied
9/22/2021,-15.4881582,35.5010916,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-up,18,Male ,Yes,Primary,Married ,Christian,Farming,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,15,No,NA,8,Yes ,NA,NA,NA,NA,500,NA,500, Dissatisfied, Dissatisfied, Satisfied, Dissatisfied, Very satisfied
9/22/2021,-15.4891167,35.5031515,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-out,63,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",9,Borehole or tubewell,Functional,NA,No,NA,NA,40,No,NA,1,Yes ,NA,NA,NA,NA,500,NA,500, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4937321,35.503532,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-out,51,Female,No,NA,Married ,Christian, Income from piecework or ganyu,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,6,Yes ,NA,NA,NA,NA,500,NA,500, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
